MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,MFCC_51,MFCC_52,MFCC_53,MFCC_54,MFCC_55,MFCC_56,MFCC_57,MFCC_58,MFCC_59,MFCC_60,MFCC_61,MFCC_62,MFCC_63,MFCC_64,MFCC_65,MFCC_66,MFCC_67,MFCC_68,MFCC_69,MFCC_70,MFCC_71,MFCC_72,MFCC_73,MFCC_74,MFCC_75,MFCC_76,MFCC_77,MFCC_78,MFCC_79,MFCC_80,MFCC_81,MFCC_82,MFCC_83,MFCC_84,MFCC_85,MFCC_86,MFCC_87,MFCC_88,MFCC_89,MFCC_90,MFCC_91,MFCC_92,MFCC_93,MFCC_94,MFCC_95,MFCC_96,MFCC_97,MFCC_98,MFCC_99,MFCC_100,MFCC_101,MFCC_102,MFCC_103,MFCC_104,MFCC_105,MFCC_106,MFCC_107,MFCC_108,MFCC_109,MFCC_110,MFCC_111,MFCC_112,MFCC_113,MFCC_114,MFCC_115,MFCC_116,MFCC_117,MFCC_118,MFCC_119,MFCC_120,MFCC_121,MFCC_122,MFCC_123,MFCC_124,MFCC_125,MFCC_126,MFCC_127,MFCC_128,Label
-275.9678,146.32536,-36.601395,24.209837,-2.5517092,-2.155176,-13.30885,-6.500922,-9.406593,-3.1215193,-11.546325,-4.1899295,-1.6999396,-1.5386689,-3.2080784,-1.7669358,-2.253068,-3.546489,-2.992176,-3.2846997,-1.4382434,1.8430389,8.290688,6.159537,7.627802,4.36361,0.921449,3.3608394,2.145116,-0.58873737,3.2257574,3.9253829,-0.83439565,-4.131705,-0.2661331,-0.1165821,-1.8125615,-2.0065973,-5.250228,-3.6183143,2.7282047,-0.76281047,-4.162949,0.19598885,1.007993,0.51901263,1.4237244,2.018475,4.2472486,-1.3904322,-11.410317,0.3715382,7.6662793,1.7520287,0.33185706,-6.1228795,-7.767441,-3.8087916,1.6168386,5.117163,3.1654453,0.9341611,2.739379,4.4160404,-1.9688803,-3.7266285,-5.2694607,0.8629036,13.19085,5.790303,-0.8995295,0.37796488,1.7071657,0.3464889,-0.9513841,1.4045107,0.93367416,2.9381375,-1.4128716,-1.3593838,0.9101859,-0.17780972,-0.31074178,-0.423221,0.6776418,-1.139942,0.8632229,0.11286833,-1.7764382,-0.8871055,0.27291003,0.061258458,0.79614997,0.97009987,-0.021810893,-0.0640745,-0.6718992,-2.374088,0.08339548,-0.7195773,-3.1849759,2.1128058,2.9909678,2.3023806,1.8717512,0.113204375,-0.18975821,-0.6940391,-0.64737463,0.7442283,0.4595644,-0.27078113,1.1429933,0.4906668,-0.6445031,-1.6879059,1.8004271,3.418579,-3.0206099,-1.2373312,1.7684324,0.9141828,0.44320536,-0.3776047,1.0392536,0.9477757,0.12937823,0.61256737,classical
-409.5085,116.79858,-16.184534,11.701641,0.6897333,6.0123076,-4.265308,0.4997359,0.43108046,12.586633,-1.1213995,-1.1413046,4.948069,1.7665062,-3.9037135,3.4967074,2.7979767,3.1038718,0.6612282,-0.24800977,6.013394,7.17731,6.677983,1.6815736,2.0201535,0.88649243,5.173042,6.2319474,-0.83237255,-3.2354207,1.3767399,-3.009942,-2.398001,-0.902329,0.69166845,-0.5009054,-0.6696563,-2.7815127,-6.184632,3.4675186,5.042554,0.7073493,0.9545328,2.1997588,1.4616958,1.442062,-1.0488153,-0.28686234,-0.92845404,-2.211875,-4.453804,-4.1454554,-0.68693864,1.236504,3.196138,0.25825354,2.8042593,3.3589897,2.423076,-0.55303174,-1.6902357,1.1700892,2.2588358,2.9369223,1.866473,2.1207452,2.6065464,1.6755403,0.09265666,2.162242,2.9246547,2.5169227,2.4305828,1.0457807,-0.75282085,-1.1559807,-0.7081675,1.1658102,0.3711497,-1.6506006,-0.018983044,-0.26631305,-0.5077148,-0.5918252,-0.2855558,-0.7401939,0.3274168,0.111320876,-1.0614727,-0.71060455,-1.9212263,-1.2828908,-1.1813304,-0.080408104,-0.7929529,-0.89985514,0.30710414,-1.2317877,-0.48591658,0.06832369,-0.7178986,-0.23349924,0.05717066,0.7912069,0.71725845,-0.05231762,0.9249502,0.62605655,0.062008224,1.1105623,0.74728316,0.15633953,0.84499186,0.7755746,1.4258463,0.47382587,1.056402,1.691559,-1.0126575,0.41845515,0.9745737,-0.015331956,0.32725483,0.1494453,0.35732463,-0.061388567,0.46832922,-0.24702968,classical
-358.75812,129.07834,-30.378685,19.878695,-10.365979,-0.6496008,-10.599927,1.5427625,-3.966615,1.871792,-8.833108,-7.169191,-8.212051,-5.9446435,-0.117432676,4.2815914,8.969349,12.804059,14.700517,11.517031,7.7852497,0.17300984,1.6056032,0.49548945,7.8877125,6.453856,0.3496336,-0.4100881,-4.873397,-0.40493357,4.22402,-1.3587801,-3.3157241,1.5087739,5.492902,0.9868615,-3.025232,3.2836657,8.853561,1.0017986,-5.272608,-1.7482105,-1.1394885,-1.4213994,1.2649807,2.482547,-1.2654252,-7.0551057,-3.3851802,2.6511166,-2.8020914,-4.4686337,0.93296194,1.6517513,0.87343585,2.6407328,0.57258207,-2.1033611,3.5453758,1.261224,-6.5502496,-2.142477,2.878958,0.5022081,0.46621707,1.8249011,0.7831273,3.6941342,-1.516753,-3.5847752,3.5926695,3.7690299,2.653322,2.8127782,1.4997392,0.5332883,2.7025967,1.1392949,-0.5181212,0.8680704,-1.4302652,-2.5001438,-0.22076166,-0.03288813,-0.06986425,-1.3180311,-1.9152366,0.97306794,-1.1293207,-1.6223224,1.1795003,-0.1452096,1.2032554,0.51645803,-0.9216509,-0.0021042614,-1.9480028,1.6262347,0.83138174,-2.7330077,-1.1655542,-0.3022369,1.0804355,0.8487122,0.42001382,0.74458164,0.41720644,-0.027622622,0.053795394,0.33954555,1.9892918,-0.068740256,1.059408,0.9256264,0.15930377,0.7783834,0.8013156,2.1435664,-2.731104,-0.33613545,1.1529711,0.22587633,0.12919015,-0.6982833,0.5672833,-0.11321918,1.0568416,0.4308829,classical
-368.52054,124.2544,-31.574644,17.583704,2.3249912,-5.9451766,-11.797775,-5.5220284,-5.3968735,-1.3089094,-8.424349,-3.6169055,2.2096312,-0.05546033,0.22812827,2.5134015,3.093571,4.8399954,6.2342963,8.736714,14.506577,13.108224,11.112269,7.8560987,9.837795,6.770356,-1.1760794,0.6799299,2.1306639,-1.3958266,-0.9905555,1.7772187,-1.0582446,-3.6859672,-2.0514705,-4.8794546,-2.3421094,3.3245215,-1.4547693,-0.563568,8.150167,3.85222,-3.3128293,-2.1733115,1.4277695,0.88968223,1.1032822,3.1568348,-2.7531114,-7.980573,-0.32731062,7.433604,2.1828804,-2.2335632,-5.5145783,-4.9032974,-1.029803,-0.3616088,6.2569766,7.0432324,-0.33370522,-0.25194925,0.87317604,0.2080319,0.821101,-1.5938841,-3.617905,-3.5276783,4.2169538,9.5135355,1.8741499,-2.542059,-1.0619813,-1.1281202,0.5281491,0.7334183,0.50788945,3.8834145,-1.0225058,-0.5802745,2.2670667,-2.836178,-1.9072226,0.63866496,0.8865711,0.072133385,-0.90184337,-2.8544874,-1.7723762,0.44080997,-1.7069267,-1.0052875,1.7471421,1.2809968,0.69806266,-0.08388104,-0.4694403,-3.4050362,-3.2636836,0.2520271,-0.40245312,0.6926089,3.2707896,3.8734052,2.4709103,1.3373823,-0.7143247,-0.9965702,-1.7650154,-2.4875138,-0.5305829,0.17504744,1.0830466,0.25461614,-0.57383364,-1.4826413,3.063328,3.1783915,-5.008194,0.18436092,3.1659534,-0.01840931,0.027804464,0.37426713,1.728664,0.66605526,1.1716421,-0.881995,classical
-160.66153,164.26509,-48.74267,1.6567883,-7.6118655,-2.6635227,-11.042241,-7.000248,-8.0976515,1.2511177,-5.369692,-4.139391,-5.4268584,-1.66595,-3.0891135,-1.2498348,-6.086917,-1.0295799,-4.119247,-1.5024842,-3.7861116,2.9579391,-2.7689054,-1.7851042,-1.1988808,1.0983746,-0.045739785,5.2055197,-0.11938099,-6.0748453,0.8218885,11.176379,5.282983,-2.2080495,-3.9135063,-3.1737006,-3.43542,0.247629,3.0368218,3.5089152,4.816274,5.386298,1.5850656,-1.5581362,-4.757817,-2.7004206,-2.767803,5.0668864,6.6784506,-13.423276,-7.309516,10.742082,5.3143177,0.27502018,-4.248402,-6.254924,-5.3235683,-5.113081,-1.038796,2.5893295,2.825549,3.6965997,2.3714526,0.7100562,0.07980386,-2.8102505,-5.729897,-3.446329,12.345991,2.1397462,-10.941288,-3.6636593,-2.2755682,-1.7691399,-2.145081,-2.067545,-1.5805813,-1.2906218,-1.1858832,0.56987685,1.7390984,2.4571965,1.3534768,-0.1702699,-0.21645322,-0.58224463,-2.9462306,-4.6524563,2.492611,3.164796,-1.9905102,-1.193457,-0.7791229,-0.24490926,-0.26183283,-0.42962977,-1.0815334,-2.5397768,-1.5224693,-1.0787305,-1.0933114,0.89126027,1.4685221,1.1425976,0.342164,1.0766376,-0.3955861,-0.9048149,-1.1172655,-0.93202215,-0.6163576,-0.99061424,-0.4182213,-0.2592098,-0.22768332,-0.9879442,3.01014,0.21921821,-5.5344844,1.9907138,1.6229122,-2.0845592,-0.58248883,0.5263613,0.4665714,0.2372613,0.41535082,0.13583396,classical
-249.65216,161.55922,10.15452,-3.0576775,-0.573579,-2.0703812,-12.197371,-8.612416,-14.639438,-12.048641,-12.293452,-7.161874,-7.8807273,-2.0839584,-2.9112883,-0.86836725,-3.9744017,-0.89096886,-3.990118,-3.897413,-2.3846154,5.601195,3.9859,0.6247102,-5.2260594,-5.6907983,-6.41811,-0.8786995,3.932656,5.7368884,0.052315887,-2.4190767,-1.2058598,4.240753,2.7186537,-0.40963945,-1.8328707,-2.911295,-6.6916184,-5.003628,-0.7375428,4.340643,4.080368,4.105634,3.7199259,4.6172314,3.483634,-8.063517,-11.905318,1.2054569,6.3686843,-3.220503,-10.862717,-6.447466,-4.1173077,-1.6303931,3.5716176,2.509933,-0.47816342,-0.023609797,-1.7903808,-5.428238,-6.200233,-2.4927557,0.6675888,5.290028,3.8159084,-3.7621121,-3.0896933,4.7186255,4.963445,-0.64486927,-3.6312785,-2.960591,-1.5533717,1.9421351,2.6428673,-1.2322587,-2.5324905,-2.1779196,-3.2882252,-3.695635,-1.833922,0.8747138,0.9144833,3.3566575,7.41351,4.667569,-1.3569187,-2.3877456,-0.6194559,0.26661307,-0.73883843,-0.28291184,2.049813,0.7389121,-2.5977318,-1.1180812,1.698325,0.25062597,-1.720103,-1.4419595,0.0639182,1.2754551,1.4625934,0.69129074,-0.55919385,-0.18064587,-1.5891751,-2.029792,-1.0147051,-0.8661659,0.882039,-0.361473,-0.5938701,3.31695,3.0459342,-1.7500666,-2.997105,0.50145113,1.504127,-0.5247219,-0.853943,1.0290395,1.361681,0.065626435,-0.65095687,-0.41237146,classical
-402.20825,153.97675,-15.228629,15.294281,-3.0716236,-3.1837263,-9.759971,-17.305773,-12.305009,-7.9180746,-7.099395,-0.29572114,1.5226654,-1.4603269,-1.7256626,1.8572628,5.023853,-0.7540269,-0.13914406,-2.8488662,0.11137722,0.75481296,-1.688788,-1.095048,0.42957592,1.4713428,1.9677491,0.15742245,2.065041,1.2399374,-4.003793,1.0738019,3.7942452,3.0481045,0.30421767,0.72851676,-1.0600512,2.1725245,6.902257,-3.3125393,-3.4305348,8.563325,1.3048544,2.0026352,7.3005085,3.2210717,3.0465503,-3.0448022,-11.4354725,8.993978,18.499874,-0.2588404,-6.323011,-3.853988,-1.7726947,2.486659,1.7039666,-1.982408,-3.1378157,-4.6455164,-4.798799,-1.4530087,-0.47861248,-2.1857643,2.5616927,5.55914,10.170341,5.5525427,-14.241314,-0.95111644,9.928395,-3.7720113,-3.2795064,-1.9587623,0.39640588,0.35330382,0.8103807,-1.1275058,-2.4559214,0.4135123,-4.326724,-3.263471,-1.4349785,-0.9399574,1.1425743,2.9171941,3.4717314,5.822063,2.9777246,-1.0494363,1.9099033,-1.4683918,-0.55903363,-1.0468484,1.210036,1.5804812,1.8904048,-1.3215847,0.24618141,0.23114255,-1.2492458,0.66275483,2.7573545,2.8334067,3.2224169,1.286317,0.832829,-1.0986063,0.7188927,-0.70138985,0.7322135,0.76939476,0.002216997,0.33168414,-0.33820513,-0.90442103,1.3494464,3.345782,-5.0112505,0.8681361,2.7528274,-0.6170501,-0.46112788,1.8284882,2.956658,2.1605425,0.4798378,0.626133,classical
-171.08478,156.89876,-21.83331,5.3263197,-4.0699153,-3.731567,-8.900291,-4.9369226,-7.900487,-5.3933387,-9.340079,-6.6050344,-7.7875705,-1.352819,-3.542935,-2.861669,-3.8928695,0.28371754,-3.4214506,-0.9098751,-1.2063637,1.8234638,0.7774217,-0.79090416,-4.999987,-2.9817147,-4.432827,-1.9206846,-0.5599604,-2.2450273,-3.3524835,-0.20668161,-1.9219005,-2.175444,-4.140181,-3.4707646,-3.3943884,-1.12696,0.26976863,0.16128173,0.4003309,1.4339381,-2.1671484,-3.129238,-0.9975093,-1.1919576,-1.0697435,5.1684227,-2.4062696,-8.778626,-2.9774475,3.143368,2.6254392,0.25688082,-1.1147747,-2.400916,-3.4224062,-1.7150191,0.68699276,-0.668537,-0.67589974,0.5679944,0.18987417,-1.7688009,-0.29670268,-0.58120817,-5.1775765,1.5530249,6.6796756,0.67504716,-4.4980497,-3.1412675,-1.0443834,0.7334074,0.14461967,-0.15233,-0.88837826,-0.4440098,0.020135874,0.038558256,0.33816803,0.6572733,1.1183549,1.7831571,1.0644969,-1.6207314,-1.9021496,0.26435834,0.9907731,0.6665726,0.29352266,-0.029996973,-0.36115524,0.11715935,0.69877815,-0.43861553,-1.5031192,-1.7142406,-1.2476778,0.05888315,-0.6780094,-0.32588893,0.7635101,1.2916456,0.26964012,0.60207444,-0.36687872,-0.44235557,-1.0102847,-0.14151588,0.49783832,-0.65645975,1.3956345,-2.75633,-2.3895545,5.2959948,1.1882955,-4.8092427,-1.514794,1.9017928,1.6492052,-0.41430476,-0.8013058,0.2729972,0.6241954,0.22329468,-0.40122014,-0.24662001,classical
-85.30834,118.44306,-31.477154,20.282328,-4.4176335,6.9121923,-10.952412,-1.6223388,-7.3614726,-3.0186849,-4.444011,-1.4172891,-4.253397,-4.166459,-3.973204,0.28076568,-3.3932076,1.6940116,-3.680135,-3.4354215,-9.877586,-0.7560644,-0.36537552,2.044337,-3.712405,-6.5544534,-3.4542265,-6.442106,-3.2237558,-3.0605106,1.9356542,-5.708108,-1.4999398,-3.628414,-1.9777802,1.6170294,-1.0201249,-3.498923,-6.938911,-6.271689,1.0578139,-4.240362,-3.478784,-1.7067244,-0.83732265,1.8515179,-1.1210482,4.094373,-0.9135057,-2.3773293,-1.3972672,0.092772685,-1.2349349,-3.049718,-1.1196709,-3.5066113,-2.2907846,-1.3285415,3.5973504,0.7951629,0.16777965,-2.9074602,0.0025009192,-0.5898714,-0.3171167,-3.3102896,-0.011308804,-1.2641782,4.566453,2.4887793,-0.3113568,0.8303782,1.1890324,0.5328172,0.06068386,-0.06973349,-1.3430085,-0.9163385,-1.505903,-2.728516,-0.5617236,-0.7628475,-0.04688642,-0.46138975,-0.27853015,-0.6395399,-0.06470151,-0.31135342,-1.5277311,-0.029815946,1.7697198,-0.5365722,0.84063923,-1.033486,0.6966658,-1.0092468,-0.1413293,-0.1526308,1.2373602,-1.2470868,-0.35149378,0.19566186,0.26630062,-1.3589392,0.7109005,-1.0182563,-1.0288683,-1.0642916,-0.23212425,-0.5105951,0.8428032,-0.23726603,-0.37743074,-0.74726903,-0.5651189,0.46829438,1.3035038,-0.111445285,-3.1949148,-0.8810196,0.27335754,0.3878764,-0.96790534,0.17620608,-0.2184593,0.92396235,-0.16788553,0.032315943,classical
-436.85822,154.08043,-19.861963,20.18266,3.1738954,0.45094585,-6.5277185,-4.6089153,-10.058647,-6.1566315,-4.53336,-2.7670462,-5.211671,-7.372307,-6.9970784,-3.2076483,-0.36467147,2.231454,2.5831914,4.4787197,0.064239055,-4.399832,-5.1096263,-2.0708547,2.2280006,2.4977472,6.468133,7.716864,3.988871,-0.45413437,-1.794202,-2.9720116,-4.2387934,-2.2909272,0.53289527,-1.8428335,-4.392079,-1.9103607,3.6632373,1.3309029,3.4937124,7.330404,2.8698707,0.18554036,2.2309113,-0.7289035,-4.7389755,2.5400324,6.004063,-4.397925,-11.099198,-3.066228,7.04877,7.324291,3.6952739,2.2668662,-2.6603503,-3.2223685,1.5898457,2.8064442,1.8787701,4.432747,5.1324463,1.3440186,-2.1040149,-5.1541195,-3.7432559,4.120214,7.512738,-2.8803122,-6.678328,2.483599,5.437747,3.2640185,0.5976777,-3.3304286,-2.5936408,-0.9533679,0.32823923,1.2184458,2.0627437,4.398668,4.057619,1.8943019,-1.6224172,-4.4901505,-4.5112042,-2.0702276,0.30568013,1.5810925,1.5896157,2.5019655,3.2646341,1.4502788,0.010119775,0.33612934,-0.59326303,-1.7760086,-1.3035859,-0.78301245,-0.090005346,-0.78836715,-0.72684085,1.7556075,2.984583,1.882956,0.9222161,-0.74081767,-0.8231688,0.6701346,0.6300953,0.7589394,0.46968743,0.110225536,-1.3943137,-2.3207767,2.3704236,0.35059914,-5.502446,0.29905763,2.0164342,-0.45622194,0.8362976,0.8028432,0.2407026,0.054830622,-0.36126488,-0.20446138,classical
-124.04526,148.59566,-21.581469,17.421335,-1.415515,4.123948,-7.0207763,-5.1447277,-5.8456483,5.0245104,-6.226354,-1.9116532,-0.90014344,-2.4146566,-4.3259144,-0.87254655,-4.684666,-2.2506359,-5.178997,-3.2176046,-6.263325,-2.7419178,-3.0053692,-0.0130001,-3.3877676,-1.606353,-3.1792986,-1.9676461,-1.8347087,1.0588198,0.218823,-3.3348298,-2.0451362,-1.0953771,-0.16010784,-0.8918092,-2.1441305,-2.7371666,-1.1276431,-2.525034,-3.384197,-1.3621985,-2.4780128,-0.18899263,1.2220627,-0.42766288,-3.9460795,-4.3257384,0.06812804,1.1569116,-5.7241044,-5.143327,-0.6539673,2.102332,0.6270631,1.7093706,1.4372803,0.22414401,-0.4367989,-1.1800855,-2.3395116,-1.0649092,-1.5478964,-0.88363993,0.64845836,-1.2853715,-4.4229345,0.66315025,-0.7874769,-6.6992126,-3.0752242,-0.23561944,0.47729465,1.6431109,-0.76979077,-2.1169713,-1.5351547,-0.9207251,-1.1250228,-1.3318115,-0.56795645,1.4834508,0.18407124,0.34800348,-0.3288902,-0.544551,1.0371175,1.7238772,0.2093859,0.49808812,0.9228284,-0.5129144,-0.56298274,0.026241815,-0.6346511,0.33781293,0.2623899,-0.7919127,0.24987642,-0.044492673,-0.3577537,-0.015360279,0.14035264,-0.104539484,-0.08714297,-0.7025572,-0.4127354,0.24033672,-0.9729099,0.42505124,0.92728704,0.25662842,1.3291382,0.55106807,-1.742481,0.14554642,1.4360679,1.5254542,-2.0922415,-1.1174251,0.4610246,-0.48139685,-0.24097447,-0.23367554,-0.26899529,-0.73722804,-0.91383237,0.050850384,classical
-98.35358,98.3555,-20.490532,18.820034,-2.095781,2.665037,-7.3115172,-3.5901136,-7.989524,-1.9183743,-4.731997,0.6237759,-2.5930848,-1.4701573,-3.169344,0.6580323,-4.818465,-2.221544,-3.8104963,0.23409165,-3.7027657,-5.138118,-6.873308,-3.2062984,-2.818215,-1.3133957,-2.4798841,2.6044436,0.11303338,-5.430798,-8.540662,-2.2513032,0.60529745,-1.0366942,-2.5828874,-1.1335062,-1.8318788,0.34856972,-0.5665407,-1.0786905,-2.4286675,-0.7032112,-1.59338,-3.9811532,-4.994515,-3.2955387,-2.4782817,1.2311507,-2.9581182,-12.046707,-0.52263296,9.408781,2.665409,0.6868712,-1.594572,-1.7163329,-1.2523026,-1.4111158,-1.3256662,0.18308847,-0.11237618,-0.82071877,-0.8083031,-2.3305051,-0.8369941,1.6746248,0.985452,-6.2441316,-1.0278656,10.129867,3.1989625,-3.09724,-4.4523993,-2.4467418,-0.28093293,0.121864766,1.1754761,1.409077,0.5105967,0.7780872,-1.241082,-1.4760972,-0.41769305,0.0675194,-0.45013645,0.31169266,-1.0436728,-2.8621025,0.071794234,0.8006445,-0.80657005,-0.5806762,-0.30206424,0.5254291,0.2873556,-0.24045567,-1.6821728,-1.2354198,-2.0065188,-3.156784,-0.17048939,1.2990324,1.8303235,1.9416269,1.3074496,1.2627214,-0.04277394,-0.7781149,-0.2819108,0.36763787,-0.020888455,0.65299284,0.6165021,-0.18410978,-0.024494046,-0.6699693,0.28261432,2.5328414,-1.6972718,-1.3662089,0.7535339,-0.6272866,0.08009465,0.2351693,0.14221239,0.3682869,0.30487278,0.034493156,classical
-449.5513,151.49677,-12.753423,44.259808,6.250194,4.0544987,-1.4762168,-1.6236228,-2.4865205,-4.2856755,-9.663299,-1.3531811,0.13567695,3.7148323,5.2865734,1.2183981,-2.2903373,-4.114824,-1.8152444,1.2281772,-1.927154,-9.738504,-6.671047,0.7157383,5.336834,4.986895,1.9749777,2.4451704,-1.058329,-3.143064,-2.1009061,-3.709307,-4.9426064,-4.151895,-2.1552835,-1.3380085,-0.62024254,1.7987335,1.2694026,-7.84463,-7.8471804,-0.21798907,-1.4986615,-6.8596697,-4.6500707,-3.2556112,-1.2462522,-0.7352761,-0.14208919,9.201338,12.765871,-1.5973577,-6.9114804,-2.9505916,-3.3416696,2.6005921,3.601789,0.19913585,5.6833262,0.48077002,-8.10617,-2.3025677,-0.97331107,-0.5449946,3.040964,0.52552885,1.2927427,-2.3297622,-7.238783,-0.42981872,3.9819226,2.8064814,2.6868937,1.5027176,0.6669144,1.3423599,3.4802322,1.1129103,-0.47777867,1.188742,-0.6189147,-0.6871201,-1.572176,-1.2231066,0.29165038,1.9837502,3.977121,1.4805478,0.52905595,0.04835789,-0.60516846,-1.598432,-1.1534005,-0.5896918,-0.4732261,0.9525125,1.6743112,3.7946937,1.0409337,-0.34722278,0.78420925,0.5538151,0.341744,0.8950444,1.360446,1.0845395,-0.40998206,-3.8870268,-0.55815667,1.1705062,0.39755368,-0.4401739,0.30818987,-0.12750007,-0.4523064,0.38132378,2.087586,2.8202903,-2.4846542,-0.36141047,0.70624954,0.24756987,-0.51977414,-0.6130496,0.1998951,-0.3892038,-0.6544241,1.7533323,classical
-230.27237,119.15338,-1.0512227,28.384487,10.00878,16.125824,4.7939453,6.192378,0.9515957,5.9151874,-1.1755236,3.5739172,-2.0996544,-0.90729177,-1.8530504,-0.0061340095,-2.7977016,2.3327787,-1.4417098,2.7387938,0.13147672,3.2247057,0.5002928,0.8508689,-2.9656525,-2.2716522,-4.342911,-2.3929083,-3.2994654,-1.5259969,-3.1848414,-2.948753,-2.2312677,0.26411268,-1.2819136,-0.5201824,-0.2015404,-0.1739955,-2.1011868,-1.7392911,-1.614323,-1.3675007,-1.6569775,-1.2218425,-1.6324247,-2.062693,-1.9720078,0.14568608,-1.4262601,-4.0850368,-3.7118301,-0.44925785,0.41495204,-0.19571239,-1.2851237,-2.4138803,-2.270289,-2.0321975,-1.5401775,-0.47553515,-0.5153189,0.30892587,-0.26024577,-1.9392551,-2.294907,-2.185171,-1.5945296,-1.1701453,-0.24604918,0.14078501,-1.2090797,-0.22446893,0.3617548,-0.18655689,-0.92165375,-1.554519,-1.5094491,-1.7651409,-1.2529875,-1.0142425,-1.1841123,-0.89833605,-0.9020471,-0.74500394,-1.1735419,-1.124987,-1.1869556,-0.8463929,-0.91396767,-1.1984898,0.17257634,0.21272206,0.18778758,-0.42512986,-0.51444376,-0.91213685,-0.94188505,-1.8282852,-1.6523002,-0.7863821,-0.76049185,0.38198677,0.41824332,0.45179078,0.118482515,-0.12661566,-0.4671759,0.58091676,-0.39017427,0.33176222,0.45619196,0.6668323,0.4655174,0.11488295,0.11356313,0.51684177,0.82325184,0.6337257,-1.0956825,-0.38348344,0.45970994,0.13572608,0.10635759,-0.0032845489,-0.16269897,-0.11364132,-0.15662004,-0.08896615,classical
-186.65797,86.64906,-15.726744,14.733744,-2.2077506,6.255173,-0.89246273,0.65540314,-6.0940466,-5.2228494,-7.8795443,-1.725549,-4.7003126,-2.0474253,1.4354786,2.785728,3.313651,3.113331,-4.4104195,-5.033864,0.45164174,0.123669125,-0.3804416,-1.4806834,-0.8914268,-1.4270847,0.62841606,-1.0860304,-2.7893083,0.6339968,-0.3772457,-1.7826011,-3.1049037,-2.670948,-2.27511,-1.4873537,-3.7473452,-1.2942014,-0.56481016,-0.44095007,-5.4511137,-3.310051,-2.6164346,-1.2239344,-0.132888,-0.65231043,1.6935637,0.22297299,-2.392166,-3.0044837,0.66278344,1.8319875,-0.4842801,-0.490766,-2.7256892,-1.0666801,-0.33859715,0.34350115,1.5013212,3.1471162,-0.6583638,-1.7759165,-0.014586789,-1.1536295,0.510423,-2.4439387,0.4625399,-4.293807,-1.6722536,3.4757245,1.220729,-2.968239,-2.2090192,-1.4248681,-0.2485884,1.303279,0.9766611,1.2221859,0.7606572,0.9003723,-2.4160366,-1.299482,-0.6028611,-0.24921082,-1.0127367,-1.4506557,-0.8251054,-0.005091172,-1.6437303,-1.1542457,-0.60746264,0.8874599,0.1419311,0.6441251,-0.111053444,0.14011036,-0.6997323,-2.1468406,-0.50097847,-0.51475906,-1.3113258,0.38858718,0.41598395,0.69952315,0.10374424,1.4898762,-1.3142369,-0.52836126,-0.41768283,-0.415231,-0.5990102,-0.3231161,0.91744816,0.107218236,0.24546748,-0.25493425,0.91628677,2.0716686,-0.8616811,-1.704432,0.19668384,1.0417886,-0.6415149,0.2495225,-0.17598441,0.18225743,-0.8577997,0.31401756,classical
-121.83351,149.66736,-42.832016,24.485321,-5.4060426,10.664615,-2.8184383,0.7835229,-6.3980646,4.4740596,-1.2259257,1.2524996,-1.1988703,-2.4087775,-1.7273984,1.4172893,-1.3712163,0.94541323,-5.5679536,-1.9344245,-4.298375,-1.8881466,-3.1609542,-0.3450318,-2.9153278,-1.5678077,-5.6936593,-7.109437,-3.564311,1.3878732,-3.143891,-5.7298565,-3.4823532,2.4163098,3.8304238,1.3298843,-0.79401714,-1.8750216,-5.6713943,-3.8140092,-1.6856724,-4.263546,-1.6403935,0.5664953,1.2798465,2.682868,4.4137917,6.3946075,-5.009405,-11.432763,2.6225204,6.7453313,-1.2712102,-3.177944,-3.0077226,-2.7786,-0.68036,0.8989548,-0.47246516,0.9361982,-1.2058156,-5.2316866,-5.104507,-4.234864,-2.5199718,-1.1029365,-1.860926,-0.5322135,14.619574,10.373928,-5.9291773,-3.8864741,-1.8130841,0.9122832,1.4975401,0.3489813,-0.16210875,0.87164295,-1.0914009,-2.8326802,-2.5294724,-1.4261298,-1.051705,-1.717147,-1.719788,-1.1030294,0.28139806,1.0918198,-3.0543768,-1.2776386,4.7688775,1.9897617,0.62230563,-0.28394678,-1.1054691,-1.512533,-1.3771168,1.8056822,0.20469336,-1.9663271,1.5028794,1.1146117,0.7500346,0.33298445,0.41927674,0.8479836,0.2104899,0.09444497,-0.5607492,0.2769396,-0.012313691,-0.8882515,-0.83934224,-0.4718106,-0.2289112,-0.97336096,2.6459024,-1.1759515,-5.292238,3.3561313,0.9428047,-1.4380476,-0.6714667,0.08288432,0.016445227,-0.58168286,-0.75840414,-0.79950887,classical
